sample_id,file_size_kb,entropy,num_sections,has_digital_signature,suspicious_imports,tls_callbacks_count,debug_size,shadow_copies_deleted,registry_run_modified,file_rename_rate_per_sec,file_modification_entropy_avg,suspicious_extension_changed,cpu_spike_ratio,memory_consumption_mb,network_c2_connections,label,family
MALWARE_01918,34.56,7.2525,5,0,6,0,0,1,1,43.68,7.0921,21,0.7783,34.41,2,1,Cerber
BENIGN_02040,2755.71,4.2274,4,1,0,1,56,0,1,0.08,4.8533,0,0.0827,116.46,0,0,Benign
BENIGN_00902,2426.78,5.2921,6,1,2,0,56,0,0,0.18,5.186,0,0.0705,177.65,0,0,Benign
MALWARE_01245,947.61,7.9446,2,0,5,1,0,1,1,20.0,7.822,23,0.9487,16.77,4,1,Cerber
BENIGN_02027,1801.68,5.2114,5,1,0,0,0,0,0,0.14,3.7415,0,0.05,73.67,0,0,Benign
BENIGN_01918,2519.16,4.6442,4,0,1,0,56,0,0,0.04,3.8028,0,0.148,133.01,0,0,Benign
BENIGN_01829,1697.51,4.4006,5,1,0,0,0,0,0,0.03,3.8238,0,0.205,138.81,0,0,Benign
BENIGN_01574,1267.6,4.9559,5,1,0,0,84,0,0,0.06,3.7818,0,0.1079,50.14,0,0,Benign
MALWARE_01895,271.44,7.6148,5,1,2,0,0,1,1,61.38,7.7826,26,0.8273,74.0,1,1,Maze
MALWARE_01709,424.0,7.3892,5,1,7,0,56,1,1,42.97,7.8671,18,0.8762,59.39,1,1,Maze
BENIGN_00225,1264.18,5.8769,6,1,0,0,56,0,0,0.01,3.8372,0,0.05,164.85,0,0,Benign
BENIGN_00724,1223.27,5.1958,5,1,1,0,84,0,0,0.98,3.2316,0,0.1855,129.11,0,0,Benign
MALWARE_01986,840.0,7.3913,7,0,11,0,0,1,1,60.83,7.7097,18,0.8867,41.98,1,1,LockBit
BENIGN_01142,51.67,4.4212,5,1,0,0,0,0,0,0.14,4.091,0,0.1626,81.92,0,0,Benign
MALWARE_00263,309.11,7.9484,5,0,5,0,0,1,1,37.4,7.99,17,0.9713,59.61,1,1,Maze
BENIGN_00847,1041.58,5.5282,4,1,0,0,0,0,0,0.29,3.5887,0,0.0848,97.23,0,0,Benign
MALWARE_00052,907.25,7.7582,5,0,2,0,0,1,1,78.06,7.5565,16,0.9084,63.15,2,1,Ryuk
MALWARE_00429,719.6,7.7476,7,0,4,0,0,1,1,44.27,7.3365,14,1.0,18.68,3,1,LockBit
BENIGN_00118,1230.33,4.3491,4,1,0,0,0,0,0,1.14,3.9534,0,0.185,179.53,0,0,Benign
BENIGN_00646,1217.39,4.5118,4,1,0,0,84,0,0,0.2,4.5735,0,0.1289,81.29,0,0,Benign
BENIGN_00004,1811.48,4.9671,5,1,3,0,112,0,0,0.04,3.0242,0,0.1407,104.94,0,0,Benign
MALWARE_01671,962.08,7.6594,7,0,3,1,0,1,1,41.49,7.6912,24,0.9536,16.31,2,1,Ryuk
BENIGN_00468,1182.14,4.8032,3,1,0,0,56,0,0,0.04,4.5555,0,0.0889,163.81,0,0,Benign
BENIGN_00006,2245.02,4.6343,4,0,0,0,0,0,0,0.08,3.8259,0,0.215,187.81,0,0,Benign
BENIGN_00920,1207.45,5.6822,5,1,0,0,112,0,0,0.1,4.3067,0,0.1201,26.41,0,0,Benign
MALWARE_00096,1239.11,7.2436,9,0,5,1,0,1,0,30.69,7.5594,19,0.839,60.59,1,1,LockBit
BENIGN_01064,1237.89,5.4052,4,1,0,0,112,0,0,0.09,3.7647,0,0.0982,103.5,0,0,Benign
MALWARE_00091,733.58,7.3596,5,1,9,0,0,1,1,16.92,7.4028,22,0.8378,85.43,1,1,Cerber
BENIGN_00243,2403.58,5.3454,5,1,0,0,112,0,0,0.09,4.1707,0,0.05,117.38,0,0,Benign
BENIGN_01161,839.37,5.4076,4,1,2,0,0,0,0,0.26,4.3389,0,0.1831,146.6,0,0,Benign
MALWARE_00371,649.37,7.4932,7,0,5,1,0,1,1,53.05,7.7829,12,1.0,48.14,1,1,Cerber
MALWARE_01236,407.07,7.6043,2,0,3,0,0,1,1,57.12,7.99,15,0.7575,46.47,1,1,REvil
BENIGN_02398,568.55,4.6913,5,1,0,0,0,0,0,0.04,3.9909,0,0.2305,154.25,0,0,Benign
MALWARE_01018,425.86,7.7867,2,0,1,0,0,1,1,43.94,7.5421,12,0.8872,41.72,2,1,Cerber
MALWARE_00922,589.0,6.8575,5,0,4,1,0,0,0,46.29,7.7634,24,0.8456,54.49,3,1,Ryuk
MALWARE_00064,1239.6,7.99,9,0,4,0,28,1,0,21.88,7.7159,10,0.838,31.29,2,1,Ryuk
BENIGN_01606,1189.0,5.7239,4,1,0,0,0,0,0,0.18,4.6537,0,0.2528,122.73,0,0,Benign
MALWARE_02329,898.71,7.5973,2,0,5,0,0,1,0,27.92,7.6549,26,0.8424,23.52,1,1,Ryuk
BENIGN_02325,1524.17,3.908,4,0,0,0,56,0,1,0.2,3.3265,0,0.144,170.95,0,0,Benign
MALWARE_00210,277.76,7.392,7,0,3,0,0,1,1,31.55,7.5255,19,0.8732,89.89,1,1,LockBit
MALWARE_01899,764.3,7.8041,5,0,4,0,0,1,1,48.6,7.718,21,0.8902,23.41,2,1,REvil
BENIGN_01313,1928.52,3.9183,4,1,2,0,0,0,0,0.34,4.4885,0,0.2059,104.74,0,0,Benign
MALWARE_00949,624.21,7.6004,7,0,1,0,28,1,1,57.19,7.99,19,0.8536,52.15,1,1,Cerber
MALWARE_01313,318.39,7.4131,9,0,3,0,0,1,1,61.72,7.666,18,0.9624,42.13,2,1,Cerber
MALWARE_02156,867.24,7.7554,5,0,6,1,0,1,1,57.82,7.9434,21,0.771,30.61,4,1,Ryuk
BENIGN_02363,1640.82,5.5935,4,1,0,0,56,0,0,0.28,4.8688,0,0.0725,100.6,0,0,Benign
BENIGN_01976,1188.07,5.3918,5,1,0,0,84,0,0,0.08,2.8921,0,0.2455,113.92,1,0,Benign
MALWARE_01015,919.22,7.5767,5,0,4,0,0,1,1,54.63,7.8979,27,0.9163,25.78,2,1,Cerber
BENIGN_01762,2911.98,5.3771,4,1,0,1,84,0,0,0.44,5.5361,0,0.186,133.15,0,0,Benign
MALWARE_00240,676.16,7.7395,2,0,5,0,0,1,1,51.87,7.9346,21,0.8743,36.11,2,1,Cerber
MALWARE_02345,474.21,7.2053,2,0,5,0,0,0,1,50.42,7.6099,22,0.5543,56.06,1,1,Ryuk
BENIGN_02473,1923.9,6.0046,3,1,0,0,0,0,0,0.04,4.458,0,0.1989,99.49,0,0,Benign
MALWARE_01508,578.54,7.3446,7,0,4,1,0,1,1,49.73,7.7838,15,0.8775,8.0,1,1,REvil
BENIGN_01494,807.94,5.9318,4,1,0,0,84,0,0,0.01,4.1607,0,0.2855,162.83,1,0,Benign
MALWARE_01707,824.19,7.2151,5,1,4,2,0,1,1,48.63,7.6691,15,0.8389,48.93,3,1,WannaCry
BENIGN_02159,802.13,4.3553,4,0,1,0,84,0,0,0.12,3.1546,0,0.0543,240.23,0,0,Benign
BENIGN_01170,2136.55,3.8989,4,1,1,0,56,0,0,0.14,4.5887,0,0.1984,146.51,1,0,Benign
MALWARE_02017,653.03,7.6379,7,0,7,2,0,1,1,26.3,7.6006,25,0.9148,8.0,3,1,Ryuk
BENIGN_00233,2365.41,3.7502,4,1,1,0,0,0,0,0.19,5.4074,0,0.2319,132.47,0,0,Benign
BENIGN_00067,719.3,5.6429,5,1,0,0,84,0,0,0.01,4.5645,0,0.05,119.73,0,0,Benign
BENIGN_01604,356.91,5.1777,5,1,0,0,56,0,0,0.67,4.4712,0,0.3202,82.76,0,0,Benign
MALWARE_00784,10.0,7.7689,9,0,5,2,0,1,1,30.19,7.8212,25,0.65,8.0,3,1,WannaCry
MALWARE_01097,522.7,6.7,9,0,6,0,28,1,1,31.96,7.6859,19,0.8608,36.23,1,1,WannaCry
BENIGN_00126,1974.74,4.508,6,1,0,0,56,0,0,0.57,3.6965,0,0.1113,103.43,0,0,Benign
BENIGN_01297,1744.14,4.1868,6,1,0,0,56,0,0,0.09,4.208,0,0.3385,158.01,0,0,Benign
BENIGN_01977,2072.38,4.7017,4,1,1,0,56,0,0,0.35,4.3233,0,0.236,121.52,0,0,Benign
MALWARE_02018,610.42,7.8805,7,0,2,2,0,1,1,37.11,7.99,13,0.6987,29.85,2,1,Maze
MALWARE_01982,1000.5,7.8064,7,1,3,0,0,1,1,27.43,7.7817,21,0.8308,63.51,1,1,REvil
BENIGN_02076,1485.71,6.1804,5,1,0,0,0,0,0,0.33,4.1855,0,0.1025,31.96,1,0,Benign
MALWARE_00587,188.66,7.99,7,0,4,0,0,1,1,47.1,7.99,19,0.7959,76.47,2,1,LockBit
MALWARE_01846,72.06,7.8463,7,0,4,1,0,1,1,45.28,7.7686,14,0.7158,19.46,2,1,LockBit
MALWARE_00846,10.0,7.3246,7,0,6,0,0,1,1,32.44,7.99,21,0.8434,14.34,1,1,REvil
MALWARE_01965,796.63,7.4163,9,0,3,0,0,1,1,30.46,7.478,29,0.687,56.11,1,1,Maze
MALWARE_00298,376.7,7.6945,5,0,3,1,0,1,0,36.14,7.5424,13,0.897,65.47,1,1,Ryuk
BENIGN_00919,1387.05,6.8,6,1,1,0,56,0,0,0.06,3.8374,0,0.05,93.58,0,0,Benign
BENIGN_01647,989.75,6.4681,4,1,0,0,56,0,0,0.29,5.0162,0,0.0791,145.19,0,0,Benign
BENIGN_00365,2985.32,4.4146,5,0,0,0,56,0,0,0.04,5.7069,0,0.1468,132.21,0,0,Benign
MALWARE_00788,336.42,7.7685,7,0,4,1,0,1,1,36.92,7.8311,22,0.905,38.39,1,1,WannaCry
BENIGN_02126,2226.44,3.8128,4,1,0,0,84,0,0,0.13,3.1405,0,0.2136,186.69,0,0,Benign
MALWARE_01624,451.46,7.4976,9,0,6,1,0,0,0,66.14,7.3533,27,0.7246,56.23,2,1,WannaCry
BENIGN_00526,974.23,5.0114,5,0,0,0,112,0,0,0.02,4.1758,0,0.2063,113.88,0,0,Benign
BENIGN_00056,588.2,6.0745,6,0,0,0,112,0,0,0.03,3.8933,0,0.3531,146.2,0,0,Benign
BENIGN_00639,2287.14,4.6106,4,1,0,0,56,0,0,0.42,4.0638,0,0.182,234.44,1,0,Benign
BENIGN_00303,2152.4,4.7615,3,1,0,0,112,0,0,0.41,3.9024,0,0.1977,43.64,1,0,Benign
MALWARE_00267,317.42,7.2404,7,0,5,0,0,1,1,58.0,7.8172,19,0.9187,81.91,4,1,LockBit
BENIGN_01277,1475.53,4.9797,5,1,2,0,56,0,0,0.41,4.2064,0,0.1838,106.6,0,0,Benign
BENIGN_02056,1460.32,6.3932,4,1,0,0,56,0,0,0.14,3.7876,0,0.1012,51.33,0,0,Benign
MALWARE_01145,636.05,7.8822,7,1,4,1,0,1,1,34.91,7.869,23,0.8542,45.3,2,1,LockBit
MALWARE_01644,224.66,7.99,2,0,3,1,0,1,0,49.87,7.7464,20,1.0,8.0,1,1,Cerber
MALWARE_00379,410.81,7.8662,2,0,3,0,0,1,1,42.65,7.6974,18,0.7228,64.19,1,1,LockBit
MALWARE_01703,884.78,7.6139,2,0,4,2,0,1,1,44.92,7.6702,11,0.9407,34.63,3,1,WannaCry
BENIGN_02287,1550.32,5.6962,4,1,0,0,84,0,0,0.3,4.1987,0,0.1089,58.24,0,0,Benign
BENIGN_02262,3256.01,4.8334,6,0,0,0,56,0,0,0.23,3.5156,0,0.2166,117.64,0,0,Benign
BENIGN_02297,629.96,4.5087,4,1,1,1,56,0,0,0.05,4.4141,0,0.0961,46.59,0,0,Benign
BENIGN_01754,1786.7,5.3175,4,1,0,0,56,0,0,0.53,5.4828,0,0.126,68.06,0,0,Benign
BENIGN_01969,1620.55,4.242,5,0,0,0,0,0,0,0.3,4.0212,0,0.1456,143.96,1,0,Benign
MALWARE_01852,1145.33,7.532,7,0,3,1,0,1,0,40.43,7.6701,18,0.7998,100.56,4,1,REvil
MALWARE_00618,1176.91,7.6411,7,1,8,1,0,1,1,64.99,7.7614,20,0.9009,13.61,2,1,Ryuk
BENIGN_02394,293.98,4.888,6,0,0,0,56,0,0,0.62,3.7381,0,0.183,161.91,0,0,Benign
BENIGN_00524,3410.37,5.4093,4,1,1,0,0,0,0,0.55,4.6956,0,0.0832,206.85,0,0,Benign
MALWARE_01401,934.7,7.3732,9,0,3,0,0,1,1,63.6,7.6376,17,0.8278,44.67,1,1,LockBit
MALWARE_00623,422.77,7.3028,2,0,7,1,0,1,1,38.29,7.6976,24,0.8104,44.64,1,1,LockBit
MALWARE_01657,478.79,7.6877,5,0,3,1,0,1,1,56.04,7.7689,21,0.8596,83.34,3,1,WannaCry
BENIGN_01970,341.24,5.6207,4,1,0,0,0,0,0,0.08,4.9427,0,0.1594,51.89,0,0,Benign
BENIGN_00672,1674.89,4.8912,4,1,1,0,84,0,0,0.0,3.7239,0,0.05,104.01,1,0,Benign
MALWARE_01689,1037.13,7.9753,5,0,5,0,0,1,1,43.7,7.6061,18,0.9966,53.12,1,1,Ryuk
BENIGN_00667,262.98,5.8593,4,1,1,0,0,0,0,0.14,3.9932,0,0.151,125.16,0,0,Benign
MALWARE_01839,553.04,7.9801,5,0,2,0,0,1,1,50.91,7.7254,24,0.6532,8.0,1,1,Ryuk
BENIGN_01888,1296.7,4.3527,4,1,0,0,0,0,0,0.29,3.3612,0,0.1693,133.67,0,0,Benign
MALWARE_00767,319.72,7.4183,5,0,6,0,0,1,1,80.71,7.7322,23,0.8351,49.94,2,1,Ryuk
BENIGN_00281,2797.75,6.3609,5,1,0,0,56,0,0,0.1,4.4648,0,0.0913,131.45,0,0,Benign
BENIGN_01720,1682.36,4.6055,4,1,0,0,0,0,0,0.13,4.0773,0,0.2898,147.79,0,0,Benign
MALWARE_00448,543.7,7.99,5,0,3,0,0,1,1,22.66,7.8667,17,0.9353,25.57,1,1,Maze
BENIGN_00900,972.54,5.7939,3,1,1,0,112,0,0,0.05,4.046,0,0.2344,167.2,0,0,Benign
MALWARE_02351,261.97,7.1633,2,0,6,1,0,1,0,64.6,7.4261,21,0.7582,44.2,4,1,LockBit
BENIGN_00761,2910.9,5.4905,6,1,0,0,56,0,0,0.03,4.5098,0,0.0504,100.86,0,0,Benign
BENIGN_01907,1336.97,4.3964,3,0,0,0,0,0,0,0.05,4.0175,0,0.1678,96.26,0,0,Benign
MALWARE_01543,10.0,7.5951,7,0,1,1,0,0,1,26.43,7.6785,18,0.9273,25.62,1,1,Ryuk
MALWARE_01324,857.45,7.1101,9,0,6,0,0,1,1,43.27,7.5769,15,0.8773,77.13,3,1,Ryuk
MALWARE_01639,971.24,7.6852,7,0,5,0,0,1,1,39.68,7.5666,18,0.8989,54.78,2,1,WannaCry
MALWARE_01319,520.3,7.2976,2,0,6,0,0,1,1,32.84,7.8143,18,0.8263,33.43,2,1,Cerber
MALWARE_01801,317.33,7.0877,2,0,2,0,0,1,1,63.46,7.9414,26,0.9357,39.55,2,1,WannaCry
MALWARE_00094,354.78,7.0937,7,0,2,1,0,1,1,39.2,7.4677,24,0.7643,16.42,4,1,Cerber
MALWARE_01665,69.38,7.9091,5,0,6,1,0,1,1,44.22,7.8535,22,0.8667,55.96,1,1,LockBit
MALWARE_00532,496.71,7.5191,9,1,2,0,0,1,1,47.27,7.881,23,0.6759,75.88,1,1,Ryuk
MALWARE_01080,159.67,7.4717,2,0,0,2,0,1,1,53.42,7.3162,22,0.7979,64.26,1,1,Cerber
MALWARE_00333,583.39,7.2427,7,0,2,0,0,1,1,30.14,7.7865,20,0.9369,19.17,1,1,LockBit
MALWARE_00973,512.0,7.8918,5,0,5,1,0,1,1,56.56,7.7205,15,0.6964,15.6,2,1,WannaCry
BENIGN_00138,678.69,4.8536,6,1,0,0,84,0,1,0.06,4.5096,0,0.0612,148.35,0,0,Benign
BENIGN_02181,2529.05,3.9633,5,1,1,0,112,0,0,0.05,3.8172,0,0.1967,159.6,1,0,Benign
BENIGN_02129,520.87,4.0518,5,1,2,0,84,0,0,0.07,3.6926,0,0.2102,123.67,0,0,Benign
MALWARE_00678,465.72,7.4425,2,0,3,0,0,1,1,66.59,7.9122,15,0.9927,12.51,1,1,LockBit
MALWARE_01868,1156.22,7.4655,2,0,7,0,0,1,1,53.14,7.6712,21,0.839,57.53,1,1,Ryuk
MALWARE_01762,155.1,7.3732,5,0,3,0,0,1,1,25.26,7.754,17,0.9549,71.0,1,1,LockBit
MALWARE_01845,1188.48,7.6821,5,1,3,1,0,1,0,38.83,7.5115,22,0.8679,24.96,1,1,WannaCry
BENIGN_01332,2207.19,3.7724,4,1,0,0,84,0,0,0.13,4.4228,0,0.1713,125.58,0,0,Benign
BENIGN_02018,2160.9,3.7284,5,1,1,0,112,0,0,0.27,5.2088,0,0.1607,112.85,0,0,Benign
BENIGN_02483,1402.24,3.8233,4,1,0,1,0,0,0,0.61,4.8735,0,0.1441,109.07,0,0,Benign
BENIGN_01359,1256.91,4.6259,5,1,1,0,84,0,0,0.05,4.5853,0,0.0892,68.81,0,0,Benign
BENIGN_01330,2167.99,4.3353,3,1,0,0,0,0,0,0.07,4.2766,0,0.197,149.25,0,0,Benign
BENIGN_02151,1835.81,4.1307,4,1,1,0,56,0,0,0.23,4.4625,0,0.1188,85.88,0,0,Benign
BENIGN_02123,2497.53,5.6588,5,1,1,0,0,0,0,0.16,4.3533,0,0.05,145.01,1,0,Benign
MALWARE_01482,878.93,7.219,5,0,2,1,0,1,1,47.07,7.5777,27,0.7946,14.4,3,1,REvil
BENIGN_01253,735.93,4.5396,6,1,0,0,84,0,0,0.09,3.6142,0,0.3265,100.75,0,0,Benign
MALWARE_00779,744.39,7.0998,7,0,5,0,0,1,1,32.44,7.4544,22,0.7834,54.98,1,1,Ryuk
MALWARE_00875,200.65,7.501,9,0,3,0,0,1,1,43.66,7.8281,19,0.9448,17.08,3,1,Maze
MALWARE_00315,248.81,7.5826,7,0,2,0,0,1,1,36.73,7.7329,18,0.9427,33.91,1,1,LockBit
BENIGN_01849,1418.99,4.671,4,0,0,0,56,0,0,0.1,4.4019,0,0.1087,36.72,0,0,Benign
MALWARE_00538,367.14,7.7576,5,0,0,1,28,1,1,33.73,7.6674,21,0.9611,55.11,1,1,Maze
BENIGN_00389,1751.43,4.6501,4,0,0,0,112,0,0,0.69,4.5947,0,0.1444,60.65,0,0,Benign
BENIGN_00236,1111.76,3.8352,5,1,0,0,0,0,0,0.3,4.4241,0,0.2743,162.7,0,0,Benign
BENIGN_01078,1594.01,3.7719,3,1,0,0,112,0,0,0.0,3.4997,0,0.1503,93.76,0,0,Benign
BENIGN_01985,1051.5,4.7177,4,1,0,0,0,0,0,0.05,4.0924,0,0.084,146.58,0,0,Benign
MALWARE_01864,482.8,7.3331,9,0,3,0,0,1,1,32.28,7.4238,22,0.8944,39.97,2,1,REvil
MALWARE_01463,499.86,7.0128,9,0,4,0,0,1,1,53.78,7.4675,12,1.0,37.3,1,1,Ryuk
BENIGN_00771,2632.16,6.2735,4,1,1,0,0,0,0,0.01,4.0806,0,0.1648,136.64,0,0,Benign
BENIGN_02166,1427.66,6.3618,4,1,1,0,56,0,0,0.08,4.7313,0,0.05,64.73,0,0,Benign
BENIGN_00674,20.0,5.3769,5,1,0,0,0,0,0,0.25,4.3917,0,0.1105,134.19,0,0,Benign
BENIGN_00250,1501.48,3.1327,5,1,0,0,0,0,0,0.26,5.2348,0,0.1699,75.33,0,0,Benign
BENIGN_01575,2549.28,4.1233,5,1,0,0,112,0,0,0.26,3.6744,0,0.2081,118.99,0,0,Benign
MALWARE_00920,792.15,7.5421,9,0,4,1,0,1,1,50.27,7.99,21,0.7439,56.47,1,1,Cerber
BENIGN_02082,1997.56,4.0977,3,1,0,0,0,0,0,0.05,4.1096,0,0.05,100.24,0,0,Benign
BENIGN_01824,1882.73,4.9208,5,1,0,0,84,0,0,0.18,3.7499,0,0.2451,203.12,0,0,Benign
BENIGN_00717,987.07,4.5879,5,1,0,0,84,0,0,0.47,4.5307,0,0.1412,99.45,0,0,Benign
MALWARE_02169,1017.05,7.8518,5,0,1,0,28,1,1,35.77,7.6197,19,0.8658,49.61,4,1,Ryuk
BENIGN_02049,903.61,4.2188,4,1,0,1,0,0,0,0.65,3.8704,0,0.2241,15.0,0,0,Benign
MALWARE_01679,350.86,7.5743,2,0,5,0,28,1,1,52.0,7.5558,16,0.9676,87.49,1,1,Cerber
MALWARE_00225,926.39,6.9193,7,0,5,1,28,1,1,42.91,7.4619,13,0.9482,29.62,3,1,Maze
MALWARE_02022,10.0,7.2901,5,0,4,1,28,1,1,46.19,7.7633,22,0.7818,25.87,3,1,LockBit
BENIGN_01461,1058.78,4.8424,4,1,1,0,0,0,0,0.37,4.7257,0,0.1959,217.91,0,0,Benign
BENIGN_01669,1026.69,4.7942,4,1,1,0,84,0,0,0.24,4.0047,0,0.1817,113.48,0,0,Benign
MALWARE_00257,217.9,7.1503,5,0,5,1,0,1,1,64.13,7.99,15,0.8076,31.6,3,1,Ryuk
BENIGN_02001,2182.14,3.8797,5,1,1,0,56,0,0,0.13,3.6429,0,0.1156,192.02,0,0,Benign
BENIGN_00405,960.53,4.2049,4,1,0,0,84,0,0,0.08,4.7708,0,0.1922,110.46,0,0,Benign
BENIGN_00385,2375.74,3.4331,4,1,1,0,84,0,0,0.05,3.6784,0,0.1226,139.15,0,0,Benign
MALWARE_02036,378.36,7.2205,5,0,3,2,0,1,0,38.34,7.5126,21,0.9454,86.81,3,1,LockBit
BENIGN_02153,1465.38,4.3853,4,1,0,0,0,0,0,0.06,3.4385,0,0.05,91.03,0,0,Benign
BENIGN_01634,1952.53,4.4092,5,1,0,0,56,0,0,0.24,3.673,0,0.1533,116.23,0,0,Benign
MALWARE_02087,363.41,7.8854,5,0,7,0,0,1,1,46.14,7.5716,20,0.7879,23.64,3,1,REvil
MALWARE_01426,25.1,7.6851,7,0,6,1,28,1,1,41.44,7.646,24,0.7369,60.83,1,1,REvil
MALWARE_01659,911.5,7.7513,2,0,5,1,0,1,0,42.32,7.7092,22,0.8539,48.26,1,1,Cerber
BENIGN_00224,1337.62,4.7279,3,1,2,0,84,0,0,0.16,4.814,0,0.1015,130.56,0,0,Benign
BENIGN_02194,2242.25,4.4341,5,1,0,0,56,0,0,0.4,3.5337,0,0.2194,124.85,0,0,Benign
MALWARE_00637,963.47,7.5356,2,0,7,0,0,1,0,7.6,7.9524,16,0.9145,34.68,4,1,Maze
BENIGN_01825,757.28,5.064,4,1,0,0,56,0,0,0.18,3.1872,0,0.1692,164.01,0,0,Benign
MALWARE_02101,521.63,7.6906,7,0,4,1,0,0,1,13.4,7.6912,19,0.7327,52.41,2,1,WannaCry
BENIGN_00798,1366.59,4.1313,4,0,0,0,56,0,0,0.04,3.5425,0,0.1049,138.52,0,0,Benign
MALWARE_00372,548.63,7.6451,7,0,5,0,0,1,1,48.03,7.6564,21,0.752,37.12,3,1,Cerber
BENIGN_00010,1163.48,5.1623,4,1,1,1,112,0,0,0.14,4.1004,0,0.0642,70.37,0,0,Benign
BENIGN_01945,2260.22,5.0576,5,1,1,0,56,0,0,0.02,4.9353,0,0.3255,198.02,1,0,Benign
BENIGN_01839,2116.09,4.2189,4,1,2,0,84,0,0,0.15,3.089,0,0.1063,113.27,0,0,Benign
BENIGN_00256,606.07,5.5458,5,0,0,0,0,0,0,0.04,4.0581,0,0.0831,25.76,0,0,Benign
MALWARE_02009,777.13,7.99,5,0,4,1,0,1,1,62.23,7.7446,15,0.9312,57.15,2,1,WannaCry
BENIGN_01582,1692.18,6.5939,3,1,0,0,0,0,0,0.69,4.0635,0,0.0857,211.52,1,0,Benign
MALWARE_00457,242.12,7.6732,2,0,6,0,0,1,1,33.23,7.7484,23,0.8214,61.41,2,1,WannaCry
BENIGN_00925,1406.07,5.6263,4,1,0,0,112,0,0,0.04,3.6094,0,0.05,195.42,0,0,Benign
MALWARE_01930,670.16,7.99,2,0,5,1,0,1,1,68.52,7.5778,21,0.7874,42.76,3,1,Maze
MALWARE_00009,425.7,7.0015,5,0,8,0,0,0,1,43.83,7.4445,24,0.9229,67.26,2,1,Maze
MALWARE_01276,545.68,7.6315,9,0,4,0,0,1,0,25.57,7.7597,12,0.8232,35.72,1,1,WannaCry
MALWARE_01637,660.55,7.5518,5,0,8,0,0,1,1,33.41,7.99,23,0.9478,76.04,3,1,WannaCry
MALWARE_00280,256.16,7.3335,5,0,3,0,0,0,1,59.78,7.6016,21,0.8589,82.74,1,1,WannaCry
BENIGN_00540,1949.94,4.3161,5,1,0,0,0,0,0,0.14,4.4987,0,0.05,174.66,0,0,Benign
MALWARE_00246,975.37,7.99,7,0,6,1,0,1,0,19.91,7.5791,21,0.9337,40.12,2,1,WannaCry
MALWARE_01999,856.13,7.6613,5,0,1,0,28,1,1,27.51,7.6296,13,0.9047,35.13,1,1,Cerber
MALWARE_02072,735.36,7.99,2,0,5,0,0,1,1,48.35,7.9059,14,0.711,29.28,3,1,LockBit
BENIGN_01146,2463.57,6.6664,3,1,0,0,56,0,0,0.27,4.4424,0,0.2309,236.71,0,0,Benign
BENIGN_00668,115.6,4.968,4,0,1,0,56,0,0,0.31,4.5691,0,0.2084,189.6,1,0,Benign
MALWARE_00520,462.47,7.99,5,0,4,0,0,1,1,57.99,7.7788,24,0.995,61.51,1,1,Ryuk
BENIGN_00358,1578.8,4.7553,5,0,1,0,84,0,0,0.13,4.4028,0,0.1811,115.26,0,0,Benign
MALWARE_00332,51.69,7.99,5,0,3,2,28,1,1,46.34,7.5821,28,0.8314,43.27,2,1,LockBit
MALWARE_00284,590.65,7.8408,7,0,6,0,28,1,1,37.0,7.4835,17,0.929,36.08,1,1,WannaCry
BENIGN_01354,1922.77,5.1464,4,1,0,0,56,0,0,0.04,4.3879,0,0.1672,101.35,0,0,Benign
BENIGN_00471,2104.53,4.6225,5,1,1,0,56,0,0,0.01,5.2228,0,0.0614,168.8,0,0,Benign
MALWARE_00204,799.85,7.6608,5,0,4,0,0,1,1,27.26,7.8431,16,0.8175,45.51,2,1,WannaCry
MALWARE_00831,712.02,7.7302,2,0,2,1,0,1,1,45.64,7.8301,22,0.9103,39.09,2,1,Cerber
MALWARE_01138,914.52,7.5015,7,0,3,2,0,1,0,34.98,7.3672,20,0.8612,60.13,1,1,Cerber
BENIGN_01397,2158.6,5.2438,4,1,0,0,84,0,0,0.09,4.2292,0,0.2414,176.43,0,0,Benign
MALWARE_01085,595.37,7.5938,2,0,4,2,0,1,0,67.13,7.5613,21,0.9001,41.43,2,1,WannaCry
MALWARE_01987,10.0,7.6352,5,1,6,0,0,1,1,14.48,7.1812,22,0.773,24.73,2,1,WannaCry
MALWARE_00877,441.94,7.9658,5,0,4,0,0,1,1,56.57,7.6669,17,0.6981,72.98,3,1,Ryuk
BENIGN_01257,1039.61,4.0532,5,1,1,0,56,0,0,0.44,3.5773,0,0.2681,88.89,0,0,Benign
MALWARE_01013,892.11,7.7464,7,0,4,0,28,1,1,39.67,7.6454,22,0.9499,94.06,2,1,REvil
BENIGN_01251,308.05,3.7889,5,1,1,1,56,0,0,0.01,4.9097,0,0.05,146.01,1,0,Benign
MALWARE_02308,85.82,7.3997,2,0,5,1,0,0,1,52.26,7.5851,19,1.0,37.13,1,1,Ryuk
MALWARE_01799,457.3,7.8696,2,0,2,0,0,1,0,50.73,7.7583,15,0.8349,58.66,1,1,WannaCry
MALWARE_00785,956.4,7.656,9,0,7,1,0,1,1,51.14,7.5246,21,0.7494,58.92,1,1,WannaCry
MALWARE_00434,700.91,7.6599,5,0,2,0,0,1,1,49.51,7.8532,17,0.7928,63.11,2,1,Maze
MALWARE_01676,943.71,7.2763,5,0,1,0,28,1,1,27.48,7.7403,18,0.8169,49.69,1,1,Cerber
